review_id,reviewer_name,Date,subrating_name,subrating_value
e54ef461a90fbee1,Inge,2025-06-20,Staff,7.91348361968994
e54ef461a90fbee1,Inge,2025-06-20,Facilities,6.85570812225342
e54ef461a90fbee1,Inge,2025-06-20,Cleanliness,7.20664072036743
e54ef461a90fbee1,Inge,2025-06-20,Comfort,7.3326244354248
e54ef461a90fbee1,Inge,2025-06-20,Value for money,6.43066501617432
e54ef461a90fbee1,Inge,2025-06-20,Location,8.17419910430908
e54ef461a90fbee1,Inge,2025-06-20,Free Wifi,7.07845449447632
e54ef461a90fbee1,Inge,2025-06-20,Staff,7.91348361968994
e54ef461a90fbee1,Inge,2025-06-20,Facilities,6.85570812225342
e54ef461a90fbee1,Inge,2025-06-20,Cleanliness,7.20664072036743
e54ef461a90fbee1,Inge,2025-06-20,Comfort,7.3326244354248
e54ef461a90fbee1,Inge,2025-06-20,Value for money,6.43066501617432
e54ef461a90fbee1,Inge,2025-06-20,Location,8.17419910430908
e54ef461a90fbee1,Inge,2025-06-20,Free Wifi,7.07845449447632
a02e6dfb99d74e07,Salvatore,2025-06-05,Staff,7.91348361968994
a02e6dfb99d74e07,Salvatore,2025-06-05,Facilities,6.85570812225342
a02e6dfb99d74e07,Salvatore,2025-06-05,Cleanliness,7.20664072036743
a02e6dfb99d74e07,Salvatore,2025-06-05,Comfort,7.3326244354248
a02e6dfb99d74e07,Salvatore,2025-06-05,Value for money,6.43066501617432
a02e6dfb99d74e07,Salvatore,2025-06-05,Location,8.17419910430908
a02e6dfb99d74e07,Salvatore,2025-06-05,Free Wifi,7.07845449447632
a02e6dfb99d74e07,Salvatore,2025-06-05,Staff,7.91348361968994
a02e6dfb99d74e07,Salvatore,2025-06-05,Facilities,6.85570812225342
a02e6dfb99d74e07,Salvatore,2025-06-05,Cleanliness,7.20664072036743
a02e6dfb99d74e07,Salvatore,2025-06-05,Comfort,7.3326244354248
a02e6dfb99d74e07,Salvatore,2025-06-05,Value for money,6.43066501617432
a02e6dfb99d74e07,Salvatore,2025-06-05,Location,8.17419910430908
a02e6dfb99d74e07,Salvatore,2025-06-05,Free Wifi,7.07845449447632
38ab7985dab1ea6d,Baligh,2025-05-29,Staff,7.91348361968994
38ab7985dab1ea6d,Baligh,2025-05-29,Facilities,6.85570812225342
38ab7985dab1ea6d,Baligh,2025-05-29,Cleanliness,7.20664072036743
38ab7985dab1ea6d,Baligh,2025-05-29,Comfort,7.3326244354248
38ab7985dab1ea6d,Baligh,2025-05-29,Value for money,6.43066501617432
38ab7985dab1ea6d,Baligh,2025-05-29,Location,8.17419910430908
38ab7985dab1ea6d,Baligh,2025-05-29,Free Wifi,7.07845449447632
38ab7985dab1ea6d,Baligh,2025-05-29,Staff,7.91348361968994
38ab7985dab1ea6d,Baligh,2025-05-29,Facilities,6.85570812225342
38ab7985dab1ea6d,Baligh,2025-05-29,Cleanliness,7.20664072036743
38ab7985dab1ea6d,Baligh,2025-05-29,Comfort,7.3326244354248
38ab7985dab1ea6d,Baligh,2025-05-29,Value for money,6.43066501617432
38ab7985dab1ea6d,Baligh,2025-05-29,Location,8.17419910430908
38ab7985dab1ea6d,Baligh,2025-05-29,Free Wifi,7.07845449447632
fbb2759d090e4011,Katharina,2025-04-10,Staff,7.91348361968994
fbb2759d090e4011,Katharina,2025-04-10,Facilities,6.85570812225342
fbb2759d090e4011,Katharina,2025-04-10,Cleanliness,7.20664072036743
fbb2759d090e4011,Katharina,2025-04-10,Comfort,7.3326244354248
fbb2759d090e4011,Katharina,2025-04-10,Value for money,6.43066501617432
fbb2759d090e4011,Katharina,2025-04-10,Location,8.17419910430908
fbb2759d090e4011,Katharina,2025-04-10,Free Wifi,7.07845449447632
fbb2759d090e4011,Katharina,2025-04-10,Staff,7.91348361968994
fbb2759d090e4011,Katharina,2025-04-10,Facilities,6.85570812225342
fbb2759d090e4011,Katharina,2025-04-10,Cleanliness,7.20664072036743
fbb2759d090e4011,Katharina,2025-04-10,Comfort,7.3326244354248
fbb2759d090e4011,Katharina,2025-04-10,Value for money,6.43066501617432
fbb2759d090e4011,Katharina,2025-04-10,Location,8.17419910430908
fbb2759d090e4011,Katharina,2025-04-10,Free Wifi,7.07845449447632
9dad8c86b70df16e,Majdi,2025-04-07,Staff,7.91348361968994
9dad8c86b70df16e,Majdi,2025-04-07,Facilities,6.85570812225342
9dad8c86b70df16e,Majdi,2025-04-07,Cleanliness,7.20664072036743
9dad8c86b70df16e,Majdi,2025-04-07,Comfort,7.3326244354248
9dad8c86b70df16e,Majdi,2025-04-07,Value for money,6.43066501617432
9dad8c86b70df16e,Majdi,2025-04-07,Location,8.17419910430908
9dad8c86b70df16e,Majdi,2025-04-07,Free Wifi,7.07845449447632
9dad8c86b70df16e,Majdi,2025-04-07,Staff,7.91348361968994
9dad8c86b70df16e,Majdi,2025-04-07,Facilities,6.85570812225342
9dad8c86b70df16e,Majdi,2025-04-07,Cleanliness,7.20664072036743
9dad8c86b70df16e,Majdi,2025-04-07,Comfort,7.3326244354248
9dad8c86b70df16e,Majdi,2025-04-07,Value for money,6.43066501617432
9dad8c86b70df16e,Majdi,2025-04-07,Location,8.17419910430908
9dad8c86b70df16e,Majdi,2025-04-07,Free Wifi,7.07845449447632
9c0e414d016f3636,Marc,2025-04-06,Staff,7.91348361968994
9c0e414d016f3636,Marc,2025-04-06,Facilities,6.85570812225342
9c0e414d016f3636,Marc,2025-04-06,Cleanliness,7.20664072036743
9c0e414d016f3636,Marc,2025-04-06,Comfort,7.3326244354248
9c0e414d016f3636,Marc,2025-04-06,Value for money,6.43066501617432
9c0e414d016f3636,Marc,2025-04-06,Location,8.17419910430908
9c0e414d016f3636,Marc,2025-04-06,Free Wifi,7.07845449447632
9c0e414d016f3636,Marc,2025-04-06,Staff,7.91348361968994
9c0e414d016f3636,Marc,2025-04-06,Facilities,6.85570812225342
9c0e414d016f3636,Marc,2025-04-06,Cleanliness,7.20664072036743
9c0e414d016f3636,Marc,2025-04-06,Comfort,7.3326244354248
9c0e414d016f3636,Marc,2025-04-06,Value for money,6.43066501617432
9c0e414d016f3636,Marc,2025-04-06,Location,8.17419910430908
9c0e414d016f3636,Marc,2025-04-06,Free Wifi,7.07845449447632
96e1aa48e5f14bea,Pecheux,2025-03-26,Staff,7.91348361968994
96e1aa48e5f14bea,Pecheux,2025-03-26,Facilities,6.85570812225342
96e1aa48e5f14bea,Pecheux,2025-03-26,Cleanliness,7.20664072036743
96e1aa48e5f14bea,Pecheux,2025-03-26,Comfort,7.3326244354248
96e1aa48e5f14bea,Pecheux,2025-03-26,Value for money,6.43066501617432
96e1aa48e5f14bea,Pecheux,2025-03-26,Location,8.17419910430908
96e1aa48e5f14bea,Pecheux,2025-03-26,Free Wifi,7.07845449447632
96e1aa48e5f14bea,Pecheux,2025-03-26,Staff,7.91348361968994
96e1aa48e5f14bea,Pecheux,2025-03-26,Facilities,6.85570812225342
96e1aa48e5f14bea,Pecheux,2025-03-26,Cleanliness,7.20664072036743
96e1aa48e5f14bea,Pecheux,2025-03-26,Comfort,7.3326244354248
96e1aa48e5f14bea,Pecheux,2025-03-26,Value for money,6.43066501617432
96e1aa48e5f14bea,Pecheux,2025-03-26,Location,8.17419910430908
96e1aa48e5f14bea,Pecheux,2025-03-26,Free Wifi,7.07845449447632
652f8e590329f44f,Lisa,2025-03-02,Staff,7.91348361968994
652f8e590329f44f,Lisa,2025-03-02,Facilities,6.85570812225342
652f8e590329f44f,Lisa,2025-03-02,Cleanliness,7.20664072036743
652f8e590329f44f,Lisa,2025-03-02,Comfort,7.3326244354248
652f8e590329f44f,Lisa,2025-03-02,Value for money,6.43066501617432
652f8e590329f44f,Lisa,2025-03-02,Location,8.17419910430908
652f8e590329f44f,Lisa,2025-03-02,Free Wifi,7.07845449447632
652f8e590329f44f,Lisa,2025-03-02,Staff,7.91348361968994
652f8e590329f44f,Lisa,2025-03-02,Facilities,6.85570812225342
652f8e590329f44f,Lisa,2025-03-02,Cleanliness,7.20664072036743
652f8e590329f44f,Lisa,2025-03-02,Comfort,7.3326244354248
652f8e590329f44f,Lisa,2025-03-02,Value for money,6.43066501617432
652f8e590329f44f,Lisa,2025-03-02,Location,8.17419910430908
652f8e590329f44f,Lisa,2025-03-02,Free Wifi,7.07845449447632
1a2e8570505dc752,Husam,2025-02-24,Staff,7.91348361968994
1a2e8570505dc752,Husam,2025-02-24,Facilities,6.85570812225342
1a2e8570505dc752,Husam,2025-02-24,Cleanliness,7.20664072036743
1a2e8570505dc752,Husam,2025-02-24,Comfort,7.3326244354248
1a2e8570505dc752,Husam,2025-02-24,Value for money,6.43066501617432
1a2e8570505dc752,Husam,2025-02-24,Location,8.17419910430908
1a2e8570505dc752,Husam,2025-02-24,Free Wifi,7.07845449447632
1a2e8570505dc752,Husam,2025-02-24,Staff,7.91348361968994
1a2e8570505dc752,Husam,2025-02-24,Facilities,6.85570812225342
1a2e8570505dc752,Husam,2025-02-24,Cleanliness,7.20664072036743
1a2e8570505dc752,Husam,2025-02-24,Comfort,7.3326244354248
1a2e8570505dc752,Husam,2025-02-24,Value for money,6.43066501617432
1a2e8570505dc752,Husam,2025-02-24,Location,8.17419910430908
1a2e8570505dc752,Husam,2025-02-24,Free Wifi,7.07845449447632
d6d742cddd7e8c65,Rui,2025-02-07,Staff,7.91348361968994
d6d742cddd7e8c65,Rui,2025-02-07,Facilities,6.85570812225342
d6d742cddd7e8c65,Rui,2025-02-07,Cleanliness,7.20664072036743
d6d742cddd7e8c65,Rui,2025-02-07,Comfort,7.3326244354248
d6d742cddd7e8c65,Rui,2025-02-07,Value for money,6.43066501617432
d6d742cddd7e8c65,Rui,2025-02-07,Location,8.17419910430908
d6d742cddd7e8c65,Rui,2025-02-07,Free Wifi,7.07845449447632
d6d742cddd7e8c65,Rui,2025-02-07,Staff,7.91348361968994
d6d742cddd7e8c65,Rui,2025-02-07,Facilities,6.85570812225342
d6d742cddd7e8c65,Rui,2025-02-07,Cleanliness,7.20664072036743
d6d742cddd7e8c65,Rui,2025-02-07,Comfort,7.3326244354248
d6d742cddd7e8c65,Rui,2025-02-07,Value for money,6.43066501617432
d6d742cddd7e8c65,Rui,2025-02-07,Location,8.17419910430908
d6d742cddd7e8c65,Rui,2025-02-07,Free Wifi,7.07845449447632
cb145a7f6a1f3355,Jasmin,2025-01-24,Staff,7.91348361968994
cb145a7f6a1f3355,Jasmin,2025-01-24,Facilities,6.85570812225342
cb145a7f6a1f3355,Jasmin,2025-01-24,Cleanliness,7.20664072036743
cb145a7f6a1f3355,Jasmin,2025-01-24,Comfort,7.3326244354248
cb145a7f6a1f3355,Jasmin,2025-01-24,Value for money,6.43066501617432
cb145a7f6a1f3355,Jasmin,2025-01-24,Location,8.17419910430908
cb145a7f6a1f3355,Jasmin,2025-01-24,Free Wifi,7.07845449447632
cb145a7f6a1f3355,Jasmin,2025-01-24,Staff,7.91348361968994
cb145a7f6a1f3355,Jasmin,2025-01-24,Facilities,6.85570812225342
cb145a7f6a1f3355,Jasmin,2025-01-24,Cleanliness,7.20664072036743
cb145a7f6a1f3355,Jasmin,2025-01-24,Comfort,7.3326244354248
cb145a7f6a1f3355,Jasmin,2025-01-24,Value for money,6.43066501617432
cb145a7f6a1f3355,Jasmin,2025-01-24,Location,8.17419910430908
cb145a7f6a1f3355,Jasmin,2025-01-24,Free Wifi,7.07845449447632
3d62ad6fdce11312,Administrator,2024-12-12,Staff,7.91348361968994
3d62ad6fdce11312,Administrator,2024-12-12,Facilities,6.85570812225342
3d62ad6fdce11312,Administrator,2024-12-12,Cleanliness,7.20664072036743
3d62ad6fdce11312,Administrator,2024-12-12,Comfort,7.3326244354248
3d62ad6fdce11312,Administrator,2024-12-12,Value for money,6.43066501617432
3d62ad6fdce11312,Administrator,2024-12-12,Location,8.17419910430908
3d62ad6fdce11312,Administrator,2024-12-12,Free Wifi,7.07845449447632
3d62ad6fdce11312,Administrator,2024-12-12,Staff,7.91348361968994
3d62ad6fdce11312,Administrator,2024-12-12,Facilities,6.85570812225342
3d62ad6fdce11312,Administrator,2024-12-12,Cleanliness,7.20664072036743
3d62ad6fdce11312,Administrator,2024-12-12,Comfort,7.3326244354248
3d62ad6fdce11312,Administrator,2024-12-12,Value for money,6.43066501617432
3d62ad6fdce11312,Administrator,2024-12-12,Location,8.17419910430908
3d62ad6fdce11312,Administrator,2024-12-12,Free Wifi,7.07845449447632
7157f7637121e45a,Lisa,2024-11-20,Staff,7.91348361968994
7157f7637121e45a,Lisa,2024-11-20,Facilities,6.85570812225342
7157f7637121e45a,Lisa,2024-11-20,Cleanliness,7.20664072036743
7157f7637121e45a,Lisa,2024-11-20,Comfort,7.3326244354248
7157f7637121e45a,Lisa,2024-11-20,Value for money,6.43066501617432
7157f7637121e45a,Lisa,2024-11-20,Location,8.17419910430908
7157f7637121e45a,Lisa,2024-11-20,Free Wifi,7.07845449447632
7157f7637121e45a,Lisa,2024-11-20,Staff,7.91348361968994
7157f7637121e45a,Lisa,2024-11-20,Facilities,6.85570812225342
7157f7637121e45a,Lisa,2024-11-20,Cleanliness,7.20664072036743
7157f7637121e45a,Lisa,2024-11-20,Comfort,7.3326244354248
7157f7637121e45a,Lisa,2024-11-20,Value for money,6.43066501617432
7157f7637121e45a,Lisa,2024-11-20,Location,8.17419910430908
7157f7637121e45a,Lisa,2024-11-20,Free Wifi,7.07845449447632
42ad69a865ef539a,Mélina,2024-11-03,Staff,7.91348361968994
42ad69a865ef539a,Mélina,2024-11-03,Facilities,6.85570812225342
42ad69a865ef539a,Mélina,2024-11-03,Cleanliness,7.20664072036743
42ad69a865ef539a,Mélina,2024-11-03,Comfort,7.3326244354248
42ad69a865ef539a,Mélina,2024-11-03,Value for money,6.43066501617432
42ad69a865ef539a,Mélina,2024-11-03,Location,8.17419910430908
42ad69a865ef539a,Mélina,2024-11-03,Free Wifi,7.07845449447632
42ad69a865ef539a,Mélina,2024-11-03,Staff,7.91348361968994
42ad69a865ef539a,Mélina,2024-11-03,Facilities,6.85570812225342
42ad69a865ef539a,Mélina,2024-11-03,Cleanliness,7.20664072036743
42ad69a865ef539a,Mélina,2024-11-03,Comfort,7.3326244354248
42ad69a865ef539a,Mélina,2024-11-03,Value for money,6.43066501617432
42ad69a865ef539a,Mélina,2024-11-03,Location,8.17419910430908
42ad69a865ef539a,Mélina,2024-11-03,Free Wifi,7.07845449447632
fc6a20d40643780f,Samir,2024-10-26,Staff,7.91348361968994
fc6a20d40643780f,Samir,2024-10-26,Facilities,6.85570812225342
fc6a20d40643780f,Samir,2024-10-26,Cleanliness,7.20664072036743
