checkInDate,checkOutDate,dislikedText,helpfulVotes,hotelId,hotelRatingScores/0/codeName,hotelRatingScores/0/name,hotelRatingScores/0/score,hotelRatingScores/1/codeName,hotelRatingScores/1/name,hotelRatingScores/1/score,hotelRatingScores/2/codeName,hotelRatingScores/2/name,hotelRatingScores/2/score,hotelRatingScores/3/codeName,hotelRatingScores/3/name,hotelRatingScores/3/score,hotelRatingScores/4/codeName,hotelRatingScores/4/name,hotelRatingScores/4/score,hotelRatingScores/5/codeName,hotelRatingScores/5/name,hotelRatingScores/5/score,hotelRatingScores/6/codeName,hotelRatingScores/6/name,hotelRatingScores/6/score,id,images/0,images/1,images/2,images/3,images/4,likedText,numberOfNights,propertyResponse,rating,reviewDate,reviewLanguage,reviewPage,reviewTitle,reviewsScoreFilter,roomInfo,startUrl,stayRoomId,totalCategoryReviews,travelerType,userAvatar,userLocation,userName
2025-06-18,2025-06-19,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,e54ef461a90fbee1,,,,,,,1,,9,2025-06-20T16:37:35.000Z,pl,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Group,https://xx.bstatic.com/static/img/review/avatars/ava-i.png,Poland,Inge
2025-05-29,2025-05-30,Nulla,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,a02e6dfb99d74e07,,,,,,Tutto in particolare la piscina,1,,9,2025-06-05T19:24:22.000Z,it,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Family,https://xx.bstatic.com/static/img/review/avatars/ava-s.png,Italy,Salvatore
2025-05-21,2025-05-25,,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,38ab7985dab1ea6d,,,,,,Le personnel très bien 👍,4,,5,2025-05-29T11:40:17.000Z,fr,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Family,https://xx.bstatic.com/static/img/review/avatars/ava-b.png,France,Baligh
2025-04-03,2025-04-05,,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,fbb2759d090e4011,,,,,,"Huge hotel wie nice sea view and in good location but quite dated, rooms need an upgrade and the whole place seemed quite empty, all the facilities were closed and I only saw two other guests. The hotel staff however had as very nice and tried very hard to make my stay comfortable.",2,,5,2025-04-10T17:48:10.000Z,en,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Solo traveler,https://lh3.googleusercontent.com/a/AATXAJyQChYwOjtIHgip5ZFwVECh1a-dkfPwL9MqqGb0=s96-c,Germany,Katharina
2025-04-04,2025-04-06,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,9dad8c86b70df16e,,,,,,,2,,8,2025-04-07T15:01:24.000Z,ar,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Couple,https://xx.bstatic.com/static/img/review/avatars/ava-m.png,Libya,Majdi
2025-04-04,2025-04-06,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,9c0e414d016f3636,,,,,,,2,,4,2025-04-06T10:30:27.000Z,xu,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Solo traveler,https://xx.bstatic.com/static/img/review/avatars/ava-m.png,Germany,Marc
2025-03-17,2025-03-20,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,96e1aa48e5f14bea,,,,,,,3,,7,2025-03-26T08:29:36.000Z,fr,1,,ALL,Superior Double Room with Sea View,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763606,105,Solo traveler,https://xx.bstatic.com/static/img/review/avatars/ava-p.png,France,Pecheux
2025-02-28,2025-03-02,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,652f8e590329f44f,,,,,,,2,,10,2025-03-02T20:00:28.000Z,fr,1,,ALL,One-Bedroom Suite,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763604,105,Couple,https://graph.facebook.com/v2.9/10212880235859685/picture?type=square&height=64&width=64,France,Lisa
2025-02-21,2025-02-24,,,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,1a2e8570505dc752,,,,,,,3,,5,2025-02-24T07:32:18.000Z,ar,1,,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Family,https://lh6.googleusercontent.com/-b0EgY7OGE-8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd8jwXdTU51BlL4nuKSgAO3DigA5Q/s96-c/photo.jpg,Israel,Husam
2025-02-04,2025-02-06,Cleaning and smell,0,237636,hotel_staff,Staff,7.91348361968994,hotel_services,Facilities,6.85570812225342,hotel_clean,Cleanliness,7.20664072036743,hotel_comfort,Comfort,7.3326244354248,hotel_value,Value for money,6.43066501617432,hotel_location,Location,8.17419910430908,hotel_free_wifi,Free Wifi,7.07845449447632,d6d742cddd7e8c65,,,,,,Nothing,2,,1,2025-02-07T05:51:38.000Z,en,1,Worst in Tunisia,ALL,Chambre Double vue sur Ville ,https://www.booking.com/hotel/tn/bizerta-resort.html?aid=2276512&label=msn-m_Y0TI9YS6aOgJExgBSo_w-80814305438544%3Atikwd-80814394000511%3Aloc-227%3Anes%3Amte%3Alp227%3Adec%3Aqsbizerta%20resort%20congress%20spa&sid=670453c2eee7f279efb2eeda08e5ad51&dest_id=-723403&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1751552129&srpvid=fd80643861d10b74&type=total&ucfs=1&#tab-reviews,23763602,105,Solo traveler,https://xx.bstatic.com/static/img/review/avatars/ava-r.png,United Kingdom,Rui
