helpfulVotes,id,lang,locationId,ownerResponse,ownerResponse/connectionToSubject,ownerResponse/id,ownerResponse/lang,ownerResponse/publishedDate,ownerResponse/responder,ownerResponse/text,photos/0/height,photos/0/id,photos/0/image,photos/0/width,photos/1/height,photos/1/id,photos/1/image,photos/1/width,photos/2/height,photos/2/id,photos/2/image,photos/2/width,photos/3/height,photos/3/id,photos/3/image,photos/3/width,photos/4/height,photos/4/id,photos/4/image,photos/4/width,photos/5/height,photos/5/id,photos/5/image,photos/5/width,photos/6/height,photos/6/id,photos/6/image,photos/6/width,photos/7/height,photos/7/id,photos/7/image,photos/7/width,photos/8/height,photos/8/id,photos/8/image,photos/8/width,photos/9/height,photos/9/id,photos/9/image,photos/9/width,photos/10/height,photos/10/id,photos/10/image,photos/10/width,photos/11/height,photos/11/id,photos/11/image,photos/11/width,photos/12/height,photos/12/id,photos/12/image,photos/12/width,photos/13/height,photos/13/id,photos/13/image,photos/13/width,photos/14/height,photos/14/id,photos/14/image,photos/14/width,photos/15/height,photos/15/id,photos/15/image,photos/15/width,photos/16/height,photos/16/id,photos/16/image,photos/16/width,placeInfo/address,placeInfo/addressObj/city,placeInfo/addressObj/country,placeInfo/addressObj/postalcode,placeInfo/addressObj/state,placeInfo/addressObj/street1,placeInfo/addressObj/street2,placeInfo/id,placeInfo/latitude,placeInfo/locationString,placeInfo/longitude,placeInfo/name,placeInfo/numberOfReviews,placeInfo/rating,placeInfo/ratingHistogram/count1,placeInfo/ratingHistogram/count2,placeInfo/ratingHistogram/count3,placeInfo/ratingHistogram/count4,placeInfo/ratingHistogram/count5,placeInfo/webUrl,placeInfo/website,publishedDate,publishedPlatform,rating,roomTip,subratings/0/name,subratings/0/value,subratings/1/name,subratings/1/value,subratings/2/name,subratings/2/value,subratings/3/name,subratings/3/value,subratings/4/name,subratings/4/value,subratings/5/name,subratings/5/value,text,title,travelDate,tripType,url,user/avatar,user/avatar/height,user/avatar/id,user/avatar/image,user/avatar/width,user/contributions/helpfulVotes,user/contributions/totalContributions,user/link,user/name,user/userId,user/userLocation,user/userLocation/id,user/userLocation/name,user/userLocation/shortName,user/username
0,1007746212,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-05-15,OTHER,1,,,,,,,,,,,,,,"Restaurant à éviter. Complètement industriel, le plat , dessert …. mauvais vin et en plus cher!  le serveur était gentil.l’hotel est beau, belle piscine en face la mer, mais on est pas resté dans cet hôtel. D’ailleurs, dans le restaurant il y avait que nous. La salle était vide! Dommage!",L’hôtel je ne sais pas. Nous sommes alles juste au restaurant.,2025-05,COUPLES,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r1007746212-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452387345,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg,1200,0,3,www.tripadvisor.com/Profile/ElianeF1073,Eliane F,B3E62641AF8CC47DCC437651C13297D8,,,,,ElianeF1073
0,1007718087,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-05-15,OTHER,4,,Value,3,Rooms,3,Location,4,Cleanliness,3,Service,4,Sleep Quality,3,"Très bon séjour !
Hôtel propre et bien situé, personnel accueillant et professionnel. Chambre confortable, petit-déjeuner varié et très bon. Mention spéciale au personnel du restaurant, attentionné et souriant. Je recommande sans hésiter !",Une belle expérience à Bizerte,2025-05,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r1007718087-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452392144,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg,1200,0,3,www.tripadvisor.com/Profile/Cnefa2000,mohand_outahar@yahoo.fr,0A3A3BB611131A407F1E80D509041193,,2602621,"Tizi Ouzou, Algeria",Tizi Ouzou,Cnefa2000
0,1007716630,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-05-15,OTHER,5,,,,,,,,,,,,,,"J’ai passé un excellent moment dans ce lieu. L’accueil était très chaleureux, le personnel attentif et souriant. L’endroit est propre, bien organisé, et on sent une vraie passion dans le service. Chaque détail est soigné, et l’ambiance permet de se sentir à l’aise. Je recommande vivement à ceux qui cherchent une belle expérience, que ce soit en famille, entre amis ou en solo. Un lieu où l’on a envie de revenir !",Merci ! 🫶🏽,2025-05,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r1007716630-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452390504,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg,1200,0,1,www.tripadvisor.com/Profile/royalw558,Royal W,288B1EC20E7FA39D87CBAA9ACC95DC56,,,,,royalw558
0,1007716601,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-05-15,OTHER,5,,,,,,,,,,,,,,"Super hôtel, le personnel est très accueillant et souriant, le buffet et vraiment top. Je vous recommande avec plaisir ce fabuleux hôtel situé à quelques pas de la mer. Le cadre est paradisiaque et très bien entretenu. Le ménage dans les chambres est fais chaque jour, très belle expérience pour ma part.",JE VALIDE ✅,2025-05,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r1007716601-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452390771,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg,1200,0,1,www.tripadvisor.com/Profile/espacejeunem,Espace Jeune M,9F6DAA282B5C7BBD1BC4476957AA3D3B,,,,,espacejeunem
0,1007716431,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-05-15,OTHER,5,,,,,,,,,,,,,,"C'est un hôtel parfait 
Tout est au toooooooooop 
Nourriture toooop 
Cadre tooooop 
Chambre toooooop 😍😍😍😍
Le personnel est toujours dispo pour les demandes 
Surtout qu'on était 70 personnes 💪🏻💪🏻👏🏻👏🏻 merci Bizerta resort congress et spa",Amoureuse de cet hôtel,2025-05,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r1007716431-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452391546,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg,1200,0,1,www.tripadvisor.com/Profile/benabdan2025,ben abda n,2A588EE2F79A16ABF2AB1C889A3F75F6,,,,,benabdan2025
0,999812067,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-03-25,MOBILE,1,Je conseillerais d’aller voir ailleurs,,,,,,,,,,,,,"Je suis extrêmement déçu par le personnel de l’accueil.
J’ai demandé à plusieurs reprises  à être changer de chambre et à chaque fois la même réponse DEMAIN mais rien ne se passe. Et en plus de cela une amabilité plus que limite.
Un hôtel se disant 4 étoiles cela ressemble plutôt un hôtel avec 4  étoiles filantes.
À fuire!!!",Accueil déplorable,2025-03,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r999812067-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452389795,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg,1200,0,1,www.tripadvisor.com/Profile/Climber42081444668,Titi,21A398D0A55C6F2186860D6FA8AF39C2,,187147,"Paris, France",Paris,Climber42081444668
0,995421868,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-02-25,OTHER,5,"Les chambres avec vue sur mer, splendide !",Value,5,Rooms,5,Location,5,Cleanliness,5,Service,5,Sleep Quality,5,"Accueil parfait, personnel gentil aux petits soins. J'ai apprécié le grand buffet copieux, avec des spécialités européenne et tunisiennes. Tout le groupe a apprécié la salle de travail avec vue sur mer et la possibilité également de pouvoir rapidement sortir pour discuter voire travailler en petits groupes autour de la piscine ou sur la pelouse. Accès très rapide à la plage depuis l'hôtel, dont nous avons souvent profité.","Idéal pour un séjour de formation, des conférences etc.",2025-02,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r995421868-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,,,,,1,2,www.tripadvisor.com/Profile/V897FPbarbarab,Barbara B,424D74B31C0021923AD60A0B7A9019D3,,196600,"Beziers, France",Beziers,V897FPbarbarab
0,995133419,en,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-02-23,OTHER,5,bring your own electricty cable to keep charging near your hands and your phone is reachable. ,Value,4,Rooms,5,Location,3,Cleanliness,5,Service,5,Sleep Quality,5,"Great Resort where we keep coming back due to the high service Quality: 

Food is great and the kitchen and service team are highly freindly, fast answering our requests and always provide our needs.
Wifi is covering most of the building and even near the swimming pool with high speed internet.
Two elevators are working perfectly and aways clean as well no malfunction , so perfect.
Rooms are tidy, clean with hot and cold water exist as well high pressure in all times of the day and night, Shampo and body gel is provided every day next to the towels. 

Parking place is free provided and security and safety is ensured day and night. 
Reception team are always available with one or two persons if not three at the same time. 
You can also change your currency with bit lower rate but still really fair. 
The indoor swimming pool have seperated showers, locker rooms and nice place to swimm with the family or collegues as well the small gym they provide. 

Great experiance and for sure to be recommended for future seminars.,",#OFAJ #Erasmus Seminar,2025-02,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r995133419-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452392461,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg,1200,0,1,www.tripadvisor.com/Profile/benabdao,ben abda o,655E65EBDE30B167F8531A5E5B2AF16E,,,,,benabdao
0,994942161,fr,621137,,,,,,,,3000,788163724,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/fa/6c/8c/caption.jpg,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-02-22,OTHER,4,,Value,4,Rooms,4,Location,4,Cleanliness,4,Service,4,Sleep Quality,4,"J'ai passé une semaine de formation à l'hôtel Bizerta resort, nous étions un groupe d'une 50aine de participants, le personnel de l'hôtel était au petit soin avec nous, la restauration était variée et très correcte, les chambres très propres et confortables. Entre plage et piscine, le cadre est agréable. Je recommande cet hôtel pour un séjour de formation ou un teambuiling, les espaces s'y prêtent bien et je remercie vivement tout le personnel de cuisine, de service et d'entretien. L'hôtel est proche du centre ville, du vieux port et des commerces.","Hôtel propre, cadre agréable, personnel disponible et souriant, restaurant variée et correcte, proximité de la ville",2025-02,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r994942161-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452388139,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg,1200,0,1,www.tripadvisor.com/Profile/amim338,Ami M,1CE3E43B18413D282C64C34A3C50084C,,,,,amim338
0,994935012,fr,621137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Route De La Corniche Sidi Salem, Bizerte 7000 Tunisia",Bizerte,Tunisia,7000,,Route De La Corniche Sidi Salem,,621137,37.284233,"Bizerte, Bizerte Governorate",9.874083,Hotel Bizerta Resort Congres & SPA,143,3.5,21,8,34,43,37,https://www.tripadvisor.com/Hotel_Review-g480249-d621137-Reviews-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,http://www.bizertaresort.com/,2025-02-21,OTHER,5,,,,,,,,,,,,,,Chambre spacieuse et propre. Personnel sympathique et professionnel. Espace agréable et restauration diversifiée et bonne. Je conseille le Bizerta ressort pour un séjour professionnel et personnel. Cadre très agréable avec des espaces de rencontre très adapté.,Cadre agréable pour un séjour professionnel ou personnel,2025-02,BUSINESS,https://www.tripadvisor.com/ShowUserReviews-g480249-d621137-r994935012-Hotel_Bizerta_Resort_Congres_SPA-Bizerte_Bizerte_Governorate.html,,1200,452391071,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg,1200,0,1,www.tripadvisor.com/Profile/rafiku2025,Rafik U,25437E03F7C58BFA049EFF6741695F40,,,,,rafiku2025
